nodeid	pagerank
455	0.000147
456	0.000169
457	0.000123
458	0.000133
459	0.000114
460	0.000171
461	0.000165
462	0.000124
463	0.000147
464	0.000108
465	0.000184
466	0.000116
467	0.000108
468	0.000105
469	0.000124
470	0.000118
471	0.000138
472	0.000109
473	0.000136
474	0.000126
475	0.000231
476	0.000109
477	0.000115
478	0.000111
479	0.000146
480	0.000112
481	0.000129
482	0.000147
483	0.000303
484	0.000240
485	0.000109
486	0.000116
487	0.000140
488	0.000137
489	0.000126
490	0.000116
491	0.000114
492	0.000179
493	0.000164
494	0.000132
495	0.000127
496	0.000152
497	0.000186
498	0.000108
499	0.000107
500	0.000188
501	0.000110
502	0.000114
503	0.000164
504	0.000149
505	0.000114
506	0.000178
507	0.000170
508	0.000121
509	0.000114
510	0.000128
511	0.000136
512	0.000137
513	0.000189
514	0.000165
515	0.000164
516	0.000117
517	0.000204
518	0.000116
519	0.000124
520	0.000149
521	0.000117
522	0.000114
523	0.000141
524	0.000164
525	0.000164
526	0.000264
527	0.000143
528	0.000116
529	0.000111
530	0.000107
531	0.000134
532	0.000110
533	0.000108
534	0.000110
535	0.000113
536	0.000122
537	0.000139
538	0.000186
539	0.000119
540	0.000111
541	0.000112
542	0.000152
543	0.000121
544	0.000160
545	0.000140
546	0.000127
547	0.000126
548	0.000127
549	0.000109
550	0.000105
551	0.000113
552	0.000106
553	0.000170
554	0.000114
555	0.000127
556	0.000139
557	0.000127
558	0.000118
559	0.000169
560	0.000125
561	0.000164
562	0.000107
563	0.000173
564	0.000110
565	0.000118
566	0.000180
567	0.000156
568	0.000110
569	0.000113
570	0.000125
571	0.000106
572	0.000106
573	0.000137
574	0.000116
575	0.000117
576	0.000119
577	0.000127
578	0.000128
579	0.000141
580	0.000186
581	0.000106
582	0.000125
583	0.000127
584	0.000120
585	0.000105
586	0.000111
587	0.000114
588	0.000118
589	0.000125
590	0.000117
591	0.000141
592	0.000141
593	0.000107
594	0.000112
595	0.000121
596	0.000159
597	0.000124
598	0.000119
599	0.000125
600	0.000124
601	0.000130
602	0.000105
603	0.000120
604	0.000132
605	0.000119
606	0.000199
607	0.000105
608	0.000105
609	0.000127
610	0.000107
611	0.000117
612	0.000116
613	0.000105
614	0.000128
615	0.000124
616	0.000120
617	0.000123
618	0.000123
619	0.000123
620	0.000119
621	0.000108
622	0.000113
623	0.000115
624	0.000105
625	0.000118
626	0.000115
627	0.000123
628	0.000114
629	0.000119
630	0.000131
631	0.000112
632	0.000121
633	0.000114
634	0.000116
635	0.000120
636	0.000119
637	0.000219
638	0.000105
639	0.000111
640	0.000120
641	0.000177
642	0.000105
643	0.000119
644	0.000117
645	0.000125
646	0.000113
647	0.000117
648	0.000105
649	0.000108
650	0.000117
651	0.000171
652	0.000107
653	0.000121
654	0.000123
655	0.000108
656	0.000106
657	0.000108
658	0.000118
659	0.000117
660	0.000105
661	0.000117
662	0.000116
663	0.000108
664	0.000112
665	0.000112
666	0.000113
667	0.000106
668	0.000104
669	0.000127
670	0.000114
671	0.000107
672	0.000108
673	0.000107
674	0.000104
675	0.000114
676	0.000116
677	0.000115
678	0.000117
679	0.000108
680	0.000116
681	0.000113
682	0.000109
683	0.000124
684	0.000112
685	0.000111
686	0.001652
687	0.002121
688	0.002424
689	0.000860
690	0.001991
691	0.000566
692	0.000338
693	0.001972
694	0.002346
695	0.002347
696	0.002230
697	0.002110
698	0.000999
699	0.000256
700	0.001012
701	0.001661
702	0.000721
