d=0.85, epsilon=1e-7, iter 70
nodeid	pagerank
1851	0.000135
1852	0.000115
1853	0.000108
1854	0.000104
1855	0.000106
1856	0.000107
1857	0.000147
1858	0.000121
1859	0.000130
1860	0.000116
1861	0.000198
1862	0.000134
1863	0.000145
1864	0.000212
1865	0.000107
1866	0.000121
1867	0.000224
1868	0.000224
1869	0.000110
1870	0.000114
1871	0.000150
1872	0.000131
1873	0.000128
1874	0.000117
1875	0.000116
1876	0.000163
1877	0.000165
1878	0.000118
1879	0.000259
1880	0.000144
1881	0.000135
1882	0.000128
1883	0.000113
1884	0.000122
1885	0.000121
1886	0.000209
1887	0.000110
1888	0.000340
1889	0.000117
1890	0.000106
1891	0.000171
1892	0.000119
1893	0.000148
1894	0.000138
1895	0.000146
1896	0.000113
1897	0.000123
1898	0.000201
1899	0.000147
1900	0.000127
1901	0.000110
1902	0.000230
1903	0.000125
1904	0.000115
1905	0.000108
1906	0.000112
1907	0.000121
1908	0.000107
1909	0.000130
1910	0.000115
1911	0.000125
1912	0.000376
1913	0.000123
1914	0.000147
1915	0.000112
1916	0.000192
1917	0.000314
1918	0.000295
1919	0.000153
1920	0.000228
1921	0.000141
1922	0.000116
1923	0.000158
1924	0.000108
1925	0.000264
1926	0.000229
1927	0.000152
1928	0.000126
1929	0.000289
1930	0.000116
1931	0.000140
1932	0.000207
1933	0.000112
1934	0.000113
1935	0.000147
1936	0.000121
1937	0.000106
1938	0.000312
1939	0.000187
1940	0.000204
1941	0.000305
1942	0.000156
1943	0.000311
1944	0.000133
1945	0.000238
1946	0.000311
1947	0.000217
1948	0.000214
1949	0.000109
1950	0.000114
1951	0.000158
1952	0.000122
1953	0.000262
1954	0.000195
1955	0.000200
1956	0.000108
1957	0.000137
1958	0.000133
1959	0.000219
1960	0.000135
1961	0.000108
1962	0.000306
1963	0.000224
1964	0.000175
1965	0.000120
1966	0.000293
1967	0.000104
1968	0.000133
1969	0.000107
1970	0.000174
1971	0.000296
1972	0.000161
1973	0.000156
1974	0.000108
1975	0.000129
1976	0.000137
1977	0.000109
1978	0.000115
1979	0.000295
1980	0.000147
1981	0.000161
1982	0.000120
1983	0.000305
1984	0.000295
1985	0.000316
1986	0.000276
1987	0.000146
1988	0.000119
1989	0.000219
1990	0.000118
1991	0.000143
1992	0.000113
1993	0.000304
1994	0.000173
1995	0.000151
1996	0.000105
1997	0.000263
1998	0.000145
1999	0.000129
2000	0.000128
2001	0.000148
2002	0.000190
2003	0.000151
2004	0.000140
2005	0.000277
2006	0.000139
2007	0.000248
2008	0.000107
2009	0.000136
2010	0.000191
2011	0.000130
2012	0.000114
2013	0.000108
2014	0.000110
2015	0.000106
2016	0.000116
2017	0.000107
2018	0.000141
2019	0.000123
2020	0.000278
2021	0.000145
2022	0.000136
2023	0.000121
2024	0.000139
2025	0.000124
2026	0.000200
2027	0.000134
2028	0.000206
2029	0.000135
2030	0.000293
2031	0.000151
2032	0.000230
2033	0.000284
2034	0.000107
2035	0.000123
2036	0.000121
2037	0.000278
2038	0.000210
2039	0.000209
2040	0.000266
2041	0.000107
2042	0.000197
2043	0.000281
2044	0.000131
2045	0.000284
2046	0.000245
2047	0.000243
2048	0.000117
2049	0.000128
2050	0.000119
2051	0.000108
2052	0.000203
2053	0.000206
2054	0.000233
2055	0.000194
2056	0.000228
2057	0.000147
2058	0.000196
2059	0.000291
2060	0.000224
2061	0.000135
2062	0.000174
2063	0.000256
2064	0.000284
2065	0.000131
2066	0.000110
2067	0.000137
2068	0.000220
2069	0.000270
2070	0.000112
2071	0.000211
2072	0.000210
2073	0.000288
2074	0.000269
2075	0.000146
2076	0.000114
2077	0.000241
2078	0.000289
2079	0.000103
2080	0.000110
2081	0.000232
2082	0.000116
2083	0.000254
2084	0.000242
2085	0.000120
2086	0.000246
2087	0.000223
2088	0.000283
2089	0.000119
2090	0.000279
2091	0.000121
2092	0.000146
2093	0.000269
2094	0.000106
2095	0.000253
2096	0.000121
2097	0.000127
2098	0.000226
2099	0.000114
2100	0.000106
2101	0.000164
2102	0.000211
2103	0.000271
2104	0.000270
2105	0.000109
2106	0.000104
2107	0.000130
2108	0.000260
2109	0.000237
2110	0.000140
2111	0.000234
2112	0.000252
2113	0.000107
2114	0.000112
2115	0.000237
2116	0.000146
2117	0.000209
2118	0.000272
2119	0.000112
2120	0.000118
2121	0.000253
2122	0.000244
2123	0.000275
2124	0.000257
2125	0.000200
2126	0.000136
2127	0.000195
2128	0.000181
2129	0.000127
2130	0.000109
2131	0.000271
2132	0.000178
2133	0.000216
2134	0.000175
2135	0.000179
2136	0.000180
2137	0.000149
2138	0.000208
2139	0.000261
2140	0.000256
2141	0.000121
2142	0.000276
2143	0.000182
2144	0.000170
2145	0.000133
2146	0.000117
2147	0.000144
2148	0.000177
2149	0.000201
2150	0.000265
2151	0.000174
2152	0.000112
2153	0.000208
2154	0.000247
2155	0.000137
2156	0.000115
2157	0.000128
2158	0.000110
2159	0.000129
2160	0.000113
2161	0.000167
2162	0.000110
2163	0.000129
2164	0.000195
2165	0.000222
2166	0.000109
2167	0.000105
2168	0.000104
2169	0.000187
2170	0.000114
2171	0.000140
2172	0.000262
2173	0.000115
2174	0.000192
2175	0.000109
2176	0.000184
2177	0.000114
2178	0.000104
2179	0.000196
2180	0.000190
2181	0.000113
2182	0.000109
2183	0.000198
2184	0.000257
2185	0.000114
2186	0.000115
2187	0.000206
2188	0.000261
2189	0.000189
2190	0.000245
2191	0.000171
2192	0.000126
2193	0.000110
2194	0.000182
2195	0.000103
2196	0.000182
2197	0.000112
2198	0.000146
2199	0.000214
2200	0.000248
2201	0.000258
2202	0.000130
2203	0.000172
2204	0.000104
2205	0.000112
2206	0.000266
2207	0.000117
2208	0.000123
2209	0.000128
2210	0.000194
2211	0.000138
2212	0.000226
2213	0.000199
2214	0.000122
2215	0.000144
2216	0.000219
2217	0.000109
2218	0.000260
2219	0.000106
2220	0.000255
2221	0.000133
2222	0.000136
2223	0.000183
2224	0.000189
2225	0.000125
2226	0.000138
2227	0.000108
2228	0.000122
2229	0.000258
2230	0.000106
2231	0.000125
2232	0.000150
2233	0.000263
2234	0.000127
2235	0.000154
2236	0.000123
2237	0.000210
2238	0.000109
2239	0.000135
2240	0.000255
2241	0.000181
2242	0.000128
2243	0.000147
2244	0.000253
2245	0.000105
2246	0.000167
2247	0.000181
2248	0.000110
2249	0.000118
2250	0.000176
2251	0.000106
2252	0.000111
2253	0.000229
2254	0.000162
2255	0.000108
2256	0.000106
2257	0.000226
2258	0.000148
2259	0.000143
2260	0.000110
2261	0.000209
2262	0.000114
2263	0.000108
2264	0.000152
2265	0.000108
2266	0.000277
2267	0.000157
2268	0.000179
2269	0.000103
2270	0.000112
2271	0.000253
2272	0.000120
2273	0.000160
2274	0.000128
2275	0.000255
2276	0.000234
2277	0.000112
2278	0.000246
2279	0.000184
2280	0.000142
2281	0.000105
2282	0.000193
2283	0.000196
2284	0.000133
2285	0.000140
2286	0.000112
2287	0.000169
2288	0.000118
2289	0.000192
2290	0.000252
2291	0.000111
2292	0.000187
2293	0.000140
2294	0.000172
2295	0.000118
2296	0.000121
2297	0.000123
2298	0.000114
2299	0.000234
2300	0.000203
2301	0.000106
2302	0.000175
2303	0.000124
2304	0.000144
2305	0.000112
2306	0.000204
2307	0.000223
2308	0.000232
2309	0.000255
2310	0.000115
2311	0.000151
2312	0.000113
2313	0.000141
2314	0.000110
2315	0.000148
2316	0.000108
2317	0.000120
2318	0.000121
2319	0.000175
2320	0.000111
2321	0.000104
2322	0.000125
2323	0.000246
2324	0.000251
2325	0.000142
2326	0.000243
2327	0.000175
2328	0.000191
2329	0.000205
2330	0.000131
2331	0.000247
2332	0.000162
2333	0.000186
2334	0.000214
2335	0.000116
2336	0.000185
2337	0.000122
2338	0.000164
2339	0.000239
2340	0.000249
2341	0.000109
2342	0.000116
2343	0.000146
2344	0.000167
2345	0.000131
2346	0.000123
2347	0.000266
2348	0.000209
2349	0.000112
2350	0.000121
2351	0.000161
2352	0.000218
2353	0.000166
2354	0.000222
2355	0.000120
2356	0.000219
2357	0.000109
2358	0.000105
2359	0.000205
2360	0.000106
2361	0.000115
2362	0.000114
2363	0.000216
2364	0.000135
2365	0.000128
2366	0.000118
2367	0.000128
2368	0.000144
2369	0.000229
2370	0.000209
2371	0.000111
2372	0.000157
2373	0.000106
2374	0.000215
2375	0.000105
2376	0.000218
2377	0.000153
2378	0.000127
2379	0.000120
2380	0.000104
2381	0.000217
2382	0.000103
2383	0.000121
2384	0.000193
2385	0.000130
2386	0.000197
2387	0.000134
2388	0.000104
2389	0.000116
2390	0.000128
2391	0.000146
2392	0.000170
2393	0.000120
2394	0.000152
2395	0.000215
2396	0.000137
2397	0.000112
2398	0.000163
2399	0.000143
2400	0.000112
2401	0.000112
2402	0.000106
2403	0.000107
2404	0.000207
2405	0.000107
2406	0.000116
2407	0.000164
2408	0.000202
2409	0.000213
2410	0.000225
2411	0.000110
2412	0.000110
2413	0.000110
2414	0.000215
2415	0.000122
2416	0.000119
2417	0.000137
2418	0.000178
2419	0.000157
2420	0.000145
2421	0.000105
2422	0.000105
2423	0.000203
2424	0.000106
2425	0.000119
2426	0.000112
2427	0.000118
2428	0.000215
2429	0.000154
2430	0.000192
2431	0.000105
2432	0.000115
2433	0.000194
2434	0.000143
2435	0.000114
2436	0.000153
2437	0.000104
2438	0.000134
2439	0.000107
2440	0.000111
2441	0.000104
2442	0.000104
2443	0.000114
2444	0.000109
2445	0.000141
2446	0.000199
2447	0.000123
2448	0.000111
2449	0.000128
2450	0.000107
2451	0.000157
2452	0.000107
2453	0.000108
2454	0.000112
2455	0.000106
2456	0.000104
2457	0.000103
2458	0.000152
2459	0.000121
2460	0.000204
2461	0.000162
2462	0.000160
2463	0.000163
2464	0.000218
2465	0.000134
2466	0.000106
2467	0.000180
2468	0.000201
2469	0.000184
2470	0.000103
2471	0.000166
2472	0.000140
2473	0.000126
2474	0.000110
2475	0.000147
2476	0.000121
2477	0.000170
2478	0.000153
2479	0.000122
2480	0.000113
2481	0.000104
2482	0.000195
2483	0.000103
2484	0.000177
2485	0.000183
2486	0.000109
2487	0.000105
2488	0.000111
2489	0.000165
2490	0.000108
2491	0.000159
2492	0.000202
2493	0.000105
2494	0.000121
2495	0.000185
2496	0.000113
2497	0.000108
2498	0.000144
2499	0.000155
2500	0.000202
2501	0.000138
2502	0.000125
2503	0.000106
2504	0.000187
2505	0.000104
2506	0.000174
2507	0.000209
2508	0.000149
2509	0.000161
2510	0.000167
2511	0.000164
2512	0.000151
2513	0.000107
2514	0.000106
2515	0.000107
2516	0.000143
2517	0.000105
2518	0.000124
2519	0.000119
2520	0.000198
2521	0.000181
2522	0.000109
2523	0.000106
2524	0.000110
2525	0.000116
2526	0.000208
2527	0.000103
2528	0.000105
2529	0.000119
2530	0.000116
2531	0.000112
2532	0.000163
2533	0.000149
2534	0.000106
2535	0.000105
2536	0.000139
2537	0.000143
2538	0.000127
2539	0.000177
2540	0.000112
2541	0.000103
2542	0.000202
2543	0.000232
2544	0.000113
2545	0.000105
2546	0.000178
2547	0.000127
2548	0.000105
2549	0.000186
2550	0.000187
2551	0.000184
2552	0.000162
2553	0.000189
2554	0.000152
2555	0.000160
2556	0.000170
2557	0.000114
2558	0.000110
2559	0.000187
2560	0.000199
2561	0.000179
2562	0.000106
2563	0.000159
2564	0.000193
2565	0.000104
2566	0.000109
2567	0.000147
2568	0.000107
2569	0.000102
2570	0.000108
2571	0.000116
2572	0.000109
2573	0.000178
2574	0.000153
2575	0.000171
2576	0.000123
2577	0.000108
2578	0.000183
2579	0.000160
2580	0.000104
2581	0.000112
2582	0.000140
2583	0.000124
2584	0.000108
2585	0.000120
2586	0.000190
2587	0.000107
2588	0.000136
2589	0.000133
2590	0.000193
2591	0.000149
2592	0.000148
2593	0.000187
2594	0.000135
2595	0.000103
2596	0.000102
2597	0.000141
2598	0.000161
2599	0.000109
2600	0.000185
2601	0.000188
2602	0.000189
2603	0.000127
2604	0.000189
2605	0.000109
2606	0.000139
2607	0.000187
2608	0.000136
2609	0.000121
2610	0.000119
2611	0.000189
2612	0.000111
2613	0.000116
2614	0.000108
2615	0.000183
2616	0.000142
2617	0.000147
2618	0.000109
2619	0.000174
2620	0.000126
2621	0.000104
2622	0.000108
2623	0.000159
2624	0.000182
2625	0.000181
2626	0.000117
2627	0.000121
2628	0.000111
2629	0.000153
2630	0.000175
2631	0.000151
2632	0.000104
2633	0.000119
2634	0.000104
2635	0.000110
2636	0.000119
2637	0.000114
2638	0.000173
2639	0.000116
2640	0.000125
2641	0.000109
2642	0.000149
2643	0.000143
2644	0.000110
2645	0.000123
2646	0.000158
2647	0.000121
2648	0.000120
2649	0.000149
2650	0.000106
2651	0.000105
2652	0.000119
2653	0.000131
2654	0.000166
2655	0.000172
2656	0.000107
2657	0.000121
2658	0.000115
2659	0.000121
2660	0.000116
2661	0.000202
2662	0.000146
2663	0.000133
2664	0.000198
2665	0.000157
2666	0.000177
2667	0.000124
2668	0.000138
2669	0.000208
2670	0.000122
2671	0.000109
2672	0.000145
2673	0.000141
2674	0.000180
2675	0.000144
2676	0.000194
2677	0.000117
2678	0.000110
2679	0.000202
2680	0.000167
2681	0.000159
2682	0.000120
2683	0.000183
2684	0.000134
2685	0.000115
2686	0.000129
2687	0.000128
2688	0.000114
2689	0.000178
2690	0.000135
2691	0.000105
2692	0.000108
2693	0.000120
2694	0.000200
2695	0.000116
2696	0.000121
2697	0.000117
2698	0.000182
2699	0.000115
2700	0.000116
2701	0.000131
2702	0.000127
2703	0.000119
2704	0.000104
2705	0.000135
2706	0.000171
2707	0.000118
2708	0.000139
2709	0.000113
2710	0.000117
2711	0.000136
2712	0.000147
2713	0.000133
2714	0.000105
2715	0.000133
2716	0.000182
2717	0.000167
2718	0.000136
2719	0.000186
2720	0.000149
2721	0.000108
2722	0.000105
2723	0.000113
2724	0.000166
2725	0.000109
2726	0.000122
2727	0.000116
2728	0.000140
2729	0.000160
2730	0.000180
2731	0.000131
2732	0.000109
2733	0.000125
2734	0.000124
2735	0.000120
2736	0.000107
2737	0.000124
2738	0.000175
2739	0.000134
2740	0.000104
2741	0.000158
2742	0.000195
2743	0.000149
2744	0.000117
2745	0.000141
2746	0.000123
2747	0.000115
2748	0.000167
2749	0.000165
2750	0.000195
2751	0.000134
2752	0.000108
2753	0.000150
2754	0.000216
2755	0.000195
2756	0.000153
2757	0.000189
2758	0.000147
2759	0.000126
2760	0.000110
2761	0.000132
2762	0.000125
2763	0.000168
2764	0.000124
2765	0.000147
2766	0.000115
2767	0.000108
2768	0.000132
2769	0.000115
2770	0.000142
2771	0.000113
2772	0.000130
2773	0.000164
2774	0.000106
2775	0.000129
2776	0.000106
2777	0.000187
2778	0.000180
2779	0.000122
2780	0.000150
2781	0.000159
2782	0.000197
2783	0.000136
2784	0.000128
2785	0.000138
2786	0.000197
2787	0.000150
2788	0.000104
2789	0.000121
2790	0.000109
2791	0.000113
2792	0.000104
2793	0.000191
2794	0.000120
2795	0.000124
2796	0.000154
2797	0.000124
2798	0.000105
2799	0.000108
2800	0.000185
2801	0.000112
2802	0.000115
2803	0.000120
2804	0.000112
2805	0.000108
2806	0.000137
2807	0.000123
2808	0.000104
2809	0.000118
2810	0.000159
2811	0.000109
2812	0.000122
2813	0.000121
2814	0.000103
2815	0.000161
2816	0.000114
2817	0.000105
2818	0.000112
2819	0.000126
2820	0.000116
2821	0.000114
2822	0.000114
2823	0.000134
2824	0.000107
2825	0.000122
2826	0.000109
2827	0.000178
2828	0.000166
2829	0.000129
2830	0.000124
2831	0.000120
2832	0.000132
2833	0.000169
2834	0.000110
2835	0.000148
2836	0.000130
2837	0.000113
2838	0.000104
2839	0.000213
2840	0.000138
2841	0.000130
2842	0.000103
2843	0.000128
2844	0.000130
2845	0.000123
2846	0.000124
2847	0.000110
2848	0.000118
2849	0.000166
2850	0.000143
2851	0.000123
2852	0.000115
2853	0.000152
2854	0.000126
2855	0.000105
2856	0.000112
2857	0.000103
2858	0.000118
2859	0.000114
2860	0.000104
2861	0.000109
2862	0.000172
2863	0.000174
2864	0.000171
2865	0.000134
2866	0.000177
2867	0.000176
2868	0.000113
2869	0.000155
2870	0.000124
2871	0.000141
2872	0.000175
2873	0.000169
2874	0.000145
2875	0.000150
2876	0.000114
2877	0.000192
2878	0.000113
2879	0.000117
2880	0.000164
2881	0.000140
2882	0.000110
2883	0.000112
2884	0.000108
2885	0.000104
2886	0.000108
2887	0.000140
2888	0.000115
2889	0.000118
2890	0.000177
2891	0.000123
2892	0.000125
2893	0.000109
2894	0.000154
2895	0.000110
2896	0.000146
2897	0.000153
2898	0.000109
2899	0.000107
2900	0.000114
2901	0.000158
2902	0.000107
2903	0.000108
2904	0.000153
2905	0.000167
2906	0.000181
2907	0.000132
2908	0.000128
2909	0.000167
2910	0.000171
2911	0.000161
2912	0.000153
2913	0.000164
2914	0.000134
2915	0.000174
2916	0.000171
2917	0.000116
2918	0.000120
2919	0.000158
2920	0.000158
2921	0.000140
2922	0.000104
2923	0.000115
2924	0.000135
2925	0.000163
2926	0.000107
2927	0.000173
2928	0.000168
2929	0.000140
2930	0.000108
2931	0.000144
2932	0.000135
2933	0.000109
2934	0.000116
2935	0.000108
2936	0.000148
2937	0.000148
2938	0.000120
2939	0.000154
2940	0.000150
2941	0.000111
2942	0.000111
2943	0.000160
2944	0.000175
2945	0.000141
2946	0.000145
2947	0.000120
2948	0.000119
2949	0.000111
2950	0.000147
2951	0.000182
2952	0.000104
2953	0.000129
2954	0.000113
2955	0.000138
2956	0.000169
2957	0.000112
2958	0.000138
2959	0.000116
2960	0.000167
2961	0.000111
2962	0.000116
2963	0.000104
2964	0.000116
2965	0.000118
2966	0.000175
2967	0.000118
2968	0.000111
2969	0.000151
2970	0.000139
2971	0.000104
2972	0.000115
2973	0.000157
2974	0.000143
2975	0.000104
2976	0.000132
2977	0.000126
2978	0.000120
2979	0.000113
2980	0.000106
2981	0.000120
2982	0.000114
2983	0.000109
2984	0.000123
2985	0.000145
2986	0.000166
2987	0.000125
2988	0.000145
2989	0.000144
2990	0.000113
2991	0.000148
2992	0.000153
2993	0.000143
2994	0.000146
2995	0.000113
2996	0.000132
2997	0.000107
2998	0.000104
2999	0.000113
3000	0.000161
3001	0.000125
3002	0.000159
3003	0.000104
3004	0.000136
3005	0.000141
3006	0.000103
3007	0.000122
3008	0.000113
3009	0.000118
3010	0.000127
3011	0.000133
3012	0.000106
3013	0.000119
3014	0.000131
3015	0.000108
3016	0.000127
3017	0.000157
3018	0.000129
3019	0.000153
3020	0.000115
3021	0.000140
3022	0.000156
3023	0.000124
3024	0.000116
3025	0.000138
3026	0.000163
3027	0.000150
3028	0.000106
3029	0.000135
3030	0.000109
3031	0.000103
3032	0.000121
3033	0.000159
3034	0.000139
3035	0.000161
3036	0.000127
3037	0.000104
3038	0.000159
3039	0.000122
3040	0.000138
3041	0.000120
3042	0.000117
3043	0.000115
3044	0.000107
3045	0.000107
3046	0.000126
3047	0.000134
3048	0.000114
3049	0.000153
3050	0.000113
3051	0.000165
3052	0.000134
3053	0.000108
3054	0.000153
3055	0.000106
3056	0.000149
3057	0.000113
3058	0.000112
3059	0.000105
3060	0.000151
3061	0.000112
3062	0.000126
3063	0.000105
3064	0.000142
3065	0.000136
3066	0.000107
3067	0.000112
3068	0.000115
3069	0.000116
3070	0.000144
3071	0.000103
3072	0.000120
3073	0.000137
3074	0.000105
3075	0.000114
3076	0.000156
3077	0.000141
3078	0.000159
3079	0.000125
3080	0.000120
3081	0.000119
3082	0.000171
3083	0.000105
3084	0.000146
3085	0.000131
3086	0.000130
3087	0.000138
3088	0.000112
3089	0.000142
3090	0.000161
3091	0.000105
3092	0.000111
3093	0.000115
3094	0.000107
3095	0.000113
3096	0.000146
3097	0.000127
3098	0.000139
3099	0.000106
3100	0.000128
3101	0.000172
3102	0.000135
3103	0.000118
3104	0.000148
3105	0.000108
3106	0.000142
3107	0.000131
3108	0.000137
3109	0.000115
3110	0.000113
3111	0.000144
3112	0.000110
3113	0.000144
3114	0.000129
3115	0.000140
3116	0.000161
3117	0.000134
3118	0.000133
3119	0.000140
3120	0.000147
3121	0.000104
3122	0.000106
3123	0.000121
3124	0.000119
3125	0.000104
3126	0.000105
3127	0.000105
3128	0.000105
3129	0.000122
3130	0.000108
3131	0.000107
3132	0.000153
3133	0.000109
3134	0.000104
3135	0.000122
3136	0.000143
3137	0.000130
3138	0.000112
3139	0.000114
3140	0.000142
3141	0.000107
3142	0.000134
3143	0.000105
3144	0.000114
3145	0.000142
3146	0.000138
3147	0.000104
3148	0.000120
3149	0.000139
3150	0.000151
3151	0.000111
3152	0.000149
3153	0.000108
3154	0.000147
3155	0.000107
3156	0.000112
3157	0.000113
3158	0.000131
3159	0.000107
3160	0.000118
3161	0.000106
3162	0.000130
3163	0.000115
3164	0.000107
3165	0.000106
3166	0.000121
3167	0.000115
3168	0.000125
3169	0.000136
3170	0.000119
3171	0.000114
3172	0.000142
3173	0.000112
3174	0.000142
3175	0.000106
3176	0.000116
3177	0.000122
3178	0.000114
3179	0.000137
3180	0.000107
3181	0.000106
3182	0.000138
3183	0.000103
3184	0.000135
3185	0.000143
3186	0.000113
3187	0.000125
3188	0.000129
3189	0.000116
3190	0.000110
3191	0.000123
3192	0.000111
3193	0.000116
3194	0.000111
3195	0.000140
3196	0.000128
3197	0.000108
3198	0.000144
3199	0.000115
3200	0.000107
3201	0.000148
3202	0.000109
3203	0.000120
3204	0.000127
3205	0.000110
3206	0.000129
3207	0.000122
3208	0.000108
3209	0.000114
3210	0.000110
3211	0.000114
3212	0.000119
3213	0.000121
3214	0.000129
3215	0.000115
3216	0.000104
3217	0.000106
3218	0.000105
3219	0.000122
3220	0.000130
3221	0.000114
3222	0.000111
3223	0.000114
3224	0.000133
3225	0.000117
3226	0.000143
3227	0.000106
3228	0.000122
3229	0.000109
3230	0.000102
3231	0.000115
3232	0.000153
3233	0.000128
3234	0.000120
3235	0.000107
3236	0.000115
3237	0.000117
3238	0.000123
3239	0.000137
3240	0.000137
3241	0.000110
3242	0.000109
3243	0.000118
3244	0.000107
3245	0.000110
3246	0.000108
3247	0.000136
3248	0.000116
3249	0.000108
3250	0.000120
3251	0.000106
3252	0.000145
3253	0.000131
3254	0.000109
3255	0.000118
3256	0.000136
3257	0.000124
3258	0.000124
3259	0.000116
3260	0.000117
3261	0.000129
3262	0.000113
3263	0.000124
3264	0.000119
3265	0.000125
3266	0.000106
3267	0.000137
3268	0.000103
3269	0.000106
3270	0.000105
3271	0.000104
3272	0.000124
3273	0.000113
3274	0.000131
3275	0.000114
3276	0.000111
3277	0.000136
3278	0.000109
3279	0.000113
3280	0.000149
3281	0.000109
3282	0.000104
3283	0.000113
3284	0.000137
3285	0.000113
3286	0.000113
3287	0.000123
3288	0.000126
3289	0.000113
3290	0.000104
3291	0.000155
3292	0.000108
3293	0.000132
3294	0.000114
3295	0.000120
3296	0.000122
3297	0.000129
3298	0.000122
3299	0.000129
3300	0.000110
3301	0.000122
3302	0.000128
3303	0.000118
3304	0.000117
3305	0.000104
3306	0.000112
3307	0.000110
3308	0.000106
3309	0.000113
3310	0.000103
3311	0.000109
3312	0.000111
3313	0.000114
3314	0.000111
3315	0.000108
3316	0.000119
3317	0.000106
3318	0.000112
3319	0.000114
3320	0.000149
3321	0.000133
3322	0.000104
3323	0.000105
3324	0.000138
3325	0.000112
3326	0.000109
3327	0.000120
3328	0.000109
3329	0.000110
3330	0.000142
3331	0.000116
3332	0.000128
3333	0.000106
3334	0.000106
3335	0.000129
3336	0.000104
3337	0.000111
3338	0.000109
3339	0.000133
3340	0.000108
3341	0.000114
3342	0.000130
3343	0.000107
3344	0.000134
3345	0.000129
3346	0.000115
3347	0.000134
3348	0.000137
3349	0.000107
3350	0.000133
3351	0.000135
3352	0.000107
3353	0.000127
3354	0.000105
3355	0.000124
3356	0.000110
3357	0.000108
3358	0.000107
3359	0.000110
3360	0.000129
3361	0.000107
3362	0.000133
3363	0.000153
3364	0.000123
3365	0.000119
3366	0.000124
3367	0.000107
3368	0.000105
3369	0.000116
3370	0.000105
3371	0.000108
3372	0.000105
3373	0.000108
3374	0.000107
3375	0.000104
3376	0.000108
3377	0.000114
3378	0.000124
3379	0.000111
3380	0.000110
3381	0.000123
3382	0.000110
3383	0.000107
3384	0.000122
3385	0.000119
3386	0.000122
3387	0.000140
3388	0.000107
3389	0.000105
3390	0.000112
3391	0.000123
3392	0.000110
3393	0.000108
3394	0.000113
3395	0.000116
3396	0.000129
3397	0.000143
3398	0.000105
3399	0.000117
3400	0.000115
3401	0.000107
3402	0.000109
3403	0.000119
3404	0.000108
3405	0.000106
3406	0.000128
3407	0.000103
3408	0.000104
3409	0.000108
3410	0.000108
3411	0.000123
3412	0.000117
3413	0.000104
3414	0.000109
3415	0.000112
3416	0.000122
3417	0.000136
3418	0.000107
3419	0.000124
3420	0.000109
3421	0.000109
3422	0.000116
3423	0.000109
3424	0.000105
3425	0.000107
3426	0.000143
3427	0.000106
3428	0.000105
3429	0.000104
3430	0.000109
3431	0.000109
3432	0.000104
3433	0.000126
3434	0.000138
3435	0.000120
3436	0.000105
3437	0.000394
3438	0.000218
3439	0.000134
3440	0.000216
3441	0.000126
3442	0.000218
3443	0.000180
3444	0.000119
3445	0.000128
3446	0.000139
3447	0.000122
3448	0.000283
3449	0.000274
3450	0.000182
3451	0.000106
3452	0.000173
3453	0.000106
3454	0.000149
3455	0.000205
3456	0.000282
3457	0.000127
3458	0.000167
3459	0.000149
3460	0.000191
3461	0.000138
3462	0.000184
3463	0.000174
3464	0.000198
3465	0.000145
3466	0.000181
3467	0.000114
3468	0.000182
3469	0.000185
3470	0.000154
3471	0.000206
3472	0.000153
3473	0.000143
3474	0.000160
3475	0.000226
3476	0.000140
3477	0.000120
3478	0.000140
3479	0.000139
3480	0.000213
3481	0.000135
3482	0.000145
3483	0.000134
3484	0.000165
3485	0.000181
3486	0.000183
3487	0.000123
3488	0.000262
3489	0.000113
3490	0.000147
3491	0.000195
3492	0.000129
3493	0.000158
3494	0.000112
3495	0.000275
3496	0.000146
3497	0.000199
3498	0.000162
3499	0.000152
3500	0.000145
3501	0.000270
3502	0.000120
3503	0.000139
3504	0.000119
3505	0.000149
3506	0.000211
3507	0.000128
3508	0.000146
3509	0.000161
3510	0.000163
3511	0.000155
3512	0.000139
3513	0.000121
3514	0.000249
3515	0.000130
3516	0.000134
3517	0.000148
3518	0.000227
3519	0.000144
3520	0.000128
3521	0.000197
3522	0.000134
3523	0.000134
3524	0.000140
3525	0.000185
3526	0.000158
3527	0.000193
3528	0.000223
3529	0.000193
3530	0.000118
3531	0.000129
3532	0.000135
3533	0.000137
3534	0.000159
3535	0.000146
3536	0.000137
3537	0.000108
3538	0.000145
3539	0.000119
3540	0.000179
3541	0.000129
3542	0.000210
3543	0.000131
3544	0.000111
3545	0.000298
3546	0.000143
3547	0.000131
3548	0.000119
3549	0.000139
3550	0.000145
3551	0.000118
3552	0.000121
3553	0.000156
3554	0.000158
3555	0.000153
3556	0.000133
3557	0.000204
3558	0.000189
3559	0.000180
3560	0.000108
3561	0.000146
3562	0.000133
3563	0.000141
3564	0.000142
3565	0.000112
3566	0.000124
3567	0.000133
3568	0.000176
3569	0.000167
3570	0.000104
3571	0.000142
3572	0.000125
3573	0.000168
3574	0.000161
3575	0.000107
3576	0.000223
3577	0.000248
3578	0.000189
3579	0.000138
3580	0.000123
3581	0.000123
3582	0.000112
3583	0.000116
3584	0.000199
3585	0.000120
3586	0.000224
3587	0.000137
3588	0.000114
3589	0.000105
3590	0.000152
3591	0.000151
3592	0.000117
3593	0.000198
3594	0.000125
3595	0.000131
3596	0.000287
